text_name,genre,pos_NOUN,pos_VERB,pos_ADJ,pos_ADP,pos_PRON,pos_NUM,pos_ADV,pos_PART,nom_verb_ratio,case_Nom,case_Acc,case_Inst,case_Dat,case_Abl,case_Gen,case_Loc,case_Voc,tense_Pres,tense_Past,tense_Fut,tense_Imp,mood_Ind,mood_Opt,mood_Imp,mood_Sub,compound_rate,mantra_rate,avg_dep_length,subordination_rate,verb_final_rate,MCI
Bhallaṭaśataka,Kavya,378.6476868327402,166.19217081850536,130.6049822064057,2.491103202846975,122.77580071174377,3.558718861209964,73.66548042704626,91.45907473309609,3.8029978586723767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.83083511777306,29.97858672376874,19.271948608137045,0.0,278.372591006424,38.54389721627409,68.52248394004283,0.0,187.90035587188612,0.0,0.0,0.0,0.0,3.0720804133349024
Bhramarāṣṭaka,Kavya,453.7037037037037,212.96296296296296,64.81481481481481,0.0,125.0,0.0,50.925925925925924,60.18518518518518,3.0217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.8695652173913,86.95652173913044,86.95652173913044,0.0,369.5652173913043,0.0,0.0,0.0,199.07407407407408,0.0,0.0,0.0,0.0,2.962839024978972
Bhāgavatapurāṇa,Puranic,465.3924756751199,177.97971748435108,111.4124497114433,1.5166900168378297,104.1374789527127,7.6605699155537845,48.88111977995142,52.724258042955746,3.825955080522857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.7737416046797,146.8910233263523,15.237957680363978,0.0,353.6506102404853,45.13613056979851,32.49801401025493,0.0,185.11330188557986,0.0,0.0,0.0,0.0,3.0829890568557685
Bhāradvājagṛhyasūtra,Vedic,371.38194623378854,202.18156832431504,87.60628703942282,8.245297603710384,119.12737267027399,20.699132525981277,56.94408657562484,79.1033238855965,2.859388275276126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.3712829226848,68.81903143585387,14.018691588785046,0.0,386.57604078164826,81.98810535259133,151.23194562446898,10.620220900594733,60.465515760542814,0.0,0.0,0.0,0.0,3.302241188163813
Bhāradvājaśrautasūtra,Vedic,357.23315875022575,251.0836192884233,94.45548130756727,12.597074227921256,82.40021672385768,19.911504424778762,59.68936247065198,95.04244175546326,2.127135407300845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.1855781334293,55.3857219924474,8.451717317029312,0.0,463.7655098003956,81.81981657975184,115.26703830246359,1.9780614997302643,59.91511648907351,148.32039010294383,1144.8323925314808,68.17194963091619,1.736111111111111,3.335389865281846
Bhāratamañjarī,Epic,468.86930126670944,206.10588990718583,98.23127663300448,0.7121592434767381,88.8564590508435,5.405405405405405,59.40108575097776,52.221119607728674,3.182621502209131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.29885578339184,172.82202333748725,14.670896114195083,0.0,359.3519882179676,15.860428231562251,32.00407839583097,0.0,194.5595703695056,0.0,4.857142857142857,142.85714285714286,0.0,3.100034810494967
Bhāvaprakāśa,Shastra,523.8824249846907,106.78199632578077,197.48928352725045,1.7605633802816902,43.09552969993876,9.185548071034905,42.86589099816289,33.833435394978565,7.159139784946237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.79211469534044,15.770609318996417,1.4336917562724014,0.0,220.7885304659498,292.4731182795699,0.7168458781362007,0.0,241.5033680342927,0.0,0.0,0.0,0.0,2.7503561114776414
Bodhicaryāvatāra,Kavya,370.6608569353668,172.33115468409585,93.39143064633261,0.5083514887436456,134.20479302832246,4.4299201161946264,68.33696441539578,105.73710965867829,3.4715549936788874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.1238938053098,6.321112515802781,37.92667509481669,0.0,343.0257058575643,99.87357774968395,77.96038769490097,0.0,170.15250544662308,0.0,0.0,0.0,0.0,3.1488493675335762
Brahmabindūpaniṣat,Vedic,354.0372670807453,186.33540372670805,99.37888198757763,3.105590062111801,93.16770186335403,15.527950310559007,55.900621118012424,111.80124223602485,2.933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.6666666666667,0.0,0.0,0.0,283.3333333333333,100.0,0.0,0.0,114.90683229813664,0.0,0.0,0.0,0.0,2.78601921680077
Buddhacarita,Kavya,400.2098085496984,185.62811434565958,108.5234723314975,1.3113034356150013,96.7217414109625,3.3044846577498035,58.64148964070286,96.9315499606609,3.2616558349816334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.39135348968637,226.33512291607798,15.823679005368747,0.0,377.79033625317885,36.45097485165301,38.71150042384854,0.0,163.49331235247834,0.0,542.991833030853,90.74410163339383,0.0,3.1653241538905457
Bījanighaṇṭu,Shastra,644.7028423772609,130.49095607235142,78.81136950904393,0.0,19.37984496124031,3.875968992248062,29.715762273901806,28.42377260981912,5.693069306930693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.504950495049506,9.900990099009901,9.900990099009901,0.0,19.801980198019802,39.603960396039604,9.900990099009901,0.0,183.4625322997416,0.0,0.0,0.0,0.0,2.349175235784216
Bṛhadāraṇyakopaniṣad,Vedic,308.2465551698748,172.60965604291576,63.11139160618491,2.419270011570422,211.6335331860734,10.097822656989587,46.64983696223835,154.7806879141685,3.3775137111517366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.1566118220597,297.68433881779407,17.062766605728214,0.0,609.079829372334,80.74344911639244,40.52407068860451,2.1328458257160268,24.928999684443042,54.8017250447039,4201.988000475229,51.44350718783414,0.0,3.0568944957031325
Bṛhatkathāślokasaṃgraha,Kavya,356.7730941127295,205.2506350278126,97.55313333976399,1.3986688530915403,135.23680910581655,4.37284974759654,76.79817369216424,85.47956657342208,2.8724054202240152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.1100493459701,51.77410511474896,15.743714263335162,0.0,277.1207018093522,19.268426411843034,74.8805514216339,0.0,163.6121025047426,0.0,0.0,0.0,0.0,3.2289930204918607
Carakasaṃhitā,Shastra,476.4158900181335,134.0825707417872,135.4531269767638,3.3631341458271833,65.24901952515498,13.062455193353856,51.27988866866276,61.000295196727535,5.050007862871521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.55448969963834,24.53215914451958,24.060386853278818,0.0,327.6458562667086,144.44094983487972,6.054411070923101,0.0,240.1109096276304,0.0,15.88888888888889,83.33333333333333,0.0,3.0382613773112297
Carakatattvapradīpikā,Shastra,388.42975206611567,107.43801652892563,239.6694214876033,0.0,99.17355371900827,0.0,24.793388429752067,115.70247933884298,6.769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.84615384615387,153.84615384615387,230.76923076923077,0.0,461.53846153846155,0.0,0.0,0.0,322.31404958677683,0.0,0.0,0.0,0.0,2.9062914606429073
Caurapañcaśikā,Kavya,426.0355029585799,163.14454775993238,135.2493660185968,1.6906170752324599,88.75739644970413,4.22654268808115,76.0777683854607,89.60270498732037,3.9844559585492227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.04663212435236,0.0,0.0,0.0,357.51295336787564,15.544041450777202,20.72538860103627,0.0,382.07945900253594,0.0,0.0,0.0,0.0,2.905393787262047
Chāndogyopaniṣad,Vedic,296.3219113486325,185.4133920150896,74.63061930210625,4.14963847846589,195.78748821125433,8.047783715812638,56.46023263124803,143.16252750707326,3.0566293658867414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0478128179044,255.67989148864024,42.3872499152255,0.0,631.0613767378773,68.4977958630044,46.45642590708715,2.0345879959308237,30.556428795976107,4.14963847846589,3527.741515837104,73.24660633484163,0.0,3.129665010647787
Commentary on Amaraughaśāsana,Shastra,509.65824665676075,157.5037147102526,118.8707280832095,4.457652303120357,50.52005943536404,8.915304606240714,65.37890044576524,32.68945022288262,4.311320754716981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.39622641509436,0.0,0.0,0.0,235.8490566037736,141.50943396226415,9.433962264150942,0.0,277.86032689450224,0.0,0.0,0.0,0.0,2.865827979844612
Commentary on the Kādambarīsvīkaraṇasūtramañjarī,Shastra,531.5457413249212,114.61619348054678,117.77076761303891,11.566771819137749,52.576235541535226,3.680336487907466,44.689800210304945,114.09043112513145,6.123853211009174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.06422018348627,18.34862385321101,0.0,0.0,371.5596330275229,0.0,0.0,0.0,282.3343848580442,0.0,0.0,0.0,0.0,2.7422414130545727
Commentary on the Kāvyālaṃkāravṛtti,Shastra,489.9497487437186,138.19095477386932,82.91457286432161,0.0,100.50251256281408,2.512562814070352,65.32663316582915,85.42713567839195,4.872727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.3636363636363,200.0,18.18181818181818,0.0,454.5454545454545,36.36363636363636,72.72727272727272,0.0,216.08040201005025,0.0,0.0,0.0,0.0,3.152187313529939
Daśakumāracarita,Kavya,420.56951233375014,194.29919290667272,101.93816073661476,3.836535182448562,114.49926111174264,5.200636580652495,55.61555075593952,70.5069910196658,3.2784847155185024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.30232558139537,79.27453561503583,28.521281263712154,0.0,273.95056311247623,15.942664911510898,35.541904344010526,0.0,261.14016141866546,0.0,0.0,0.0,0.0,3.211873470073897
Devīkālottarāgama,Puranic,383.2145684877276,155.18606492478227,119.55661124307206,0.7917656373713381,135.3919239904988,3.1670625494853524,55.423594615993665,106.88836104513064,4.112244897959184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.1224489795918,10.204081632653061,15.306122448979592,0.0,260.2040816326531,229.59183673469389,20.408163265306122,0.0,174.9802058590657,0.0,0.0,0.0,0.0,2.931130774727957
Devīmāhātmya,Kavya,375.0,192.70833333333334,114.58333333333333,10.416666666666666,166.66666666666666,0.0,88.54166666666667,36.458333333333336,3.4054054054054053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.24324324324326,189.1891891891892,54.054054054054056,0.0,432.43243243243245,0.0,27.027027027027028,0.0,156.25,0.0,0.0,0.0,0.0,2.9009771028343763
Dhanurveda,Shastra,439.49044585987264,166.2420382165605,112.4203821656051,2.8662420382165603,56.68789808917197,30.573248407643312,60.82802547770701,61.78343949044586,3.660919540229885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.9272030651341,5.747126436781609,9.578544061302681,0.0,181.99233716475098,275.8620689655172,15.32567049808429,0.0,164.96815286624204,0.0,0.0,0.0,0.0,3.018792617459732
Dhanvantarinighaṇṭu,Shastra,616.8035740020176,56.63640293990488,210.54907047124945,2.0175817841187493,17.72589710332901,0.5764519383196427,19.74347888744776,20.031704856607583,14.921119592875318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.8854961832062,17.811704834605596,0.0,0.0,318.06615776081424,259.5419847328244,0.0,0.0,240.23634529471104,0.0,0.0,0.0,0.0,2.3677559688118146
Divyāvadāna,Kavya,400.6731011579119,214.3100713131403,88.00723509614672,0.5485626176815076,120.59481978976707,17.035093181514924,60.6977123456241,60.4308440451304,2.842960913178831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.7568315461778,31.822898650985817,45.105499827049464,0.0,312.902109996541,25.596679349705983,48.218609477689384,0.0,139.4090349745734,0.0,0.0,0.0,0.0,3.0996749712795153
Drāhyāyaṇaśrautasūtra,Vedic,372.99515106303613,211.67474822827305,92.96904140246177,8.019395747855278,96.88549048862365,13.521074226035061,65.83364416262589,92.12980231256994,2.6590308370044053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.9074889867842,63.436123348017624,24.669603524229075,0.0,121.1453744493392,360.7929515418502,77.53303964757708,4.405286343612335,70.77582991421112,0.0,710.0731707317074,47.386759581881535,0.0,3.327630885644304
Garbhopaniṣat,Vedic,516.994633273703,114.4901610017889,132.37924865831843,0.0,66.18962432915922,60.822898032200364,37.567084078711986,42.93381037567084,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.125,0.0,0.0,0.0,531.25,15.625,0.0,0.0,228.9803220035778,0.0,0.0,0.0,0.0,2.8247420531316165
Garuḍapurāṇa,Puranic,503.7563210499214,131.0157250557837,112.83486710941523,1.8880629530360846,59.00526809173609,13.01839210974531,58.939251904567,51.875519877473955,5.156605865161746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.80963418321073,64.49662400483724,17.434243676307567,0.0,256.37408041922805,207.19540461553964,49.68255567872619,0.4031039000302328,193.15016041933484,0.0,0.0,0.0,0.0,2.9650643264434207
Gautamadharmasūtra,Vedic,507.1980337078652,130.7935393258427,111.13061797752809,2.633426966292135,53.897471910112365,31.07443820224719,42.31039325842697,62.324438202247194,5.139597315436242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.24832214765104,84.56375838926175,5.369127516778523,0.0,104.69798657718121,327.5167785234899,10.738255033557046,0.0,264.22050561797755,0.0,865.5424311926605,35.550458715596335,0.0,2.9985496827189078
Gaṇakārikā,Shastra,536.8421052631579,52.63157894736842,105.26315789473684,0.0,21.052631578947366,52.63157894736842,63.15789473684211,63.15789473684211,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,105.26315789473684,0.0,0.0,0.0,0.0,2.4886160878896604
Gheraṇḍasaṃhitā,Shastra,503.80970079910793,168.7418695409775,98.68054265006504,0.929195316855603,53.14997212414049,12.26537818249396,67.08790187697454,45.716409589295665,3.8854625550660793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.8017621145375,20.92511013215859,4.405286343612335,0.0,201.54185022026434,388.76651982378854,11.013215859030838,0.0,186.95409775134732,0.0,0.0,0.0,0.0,2.9835983979372926
Gobhilagṛhyasūtra,Vedic,381.5380456818489,201.1082578726855,100.68928233545074,7.163130152723341,73.38829571563726,13.650493309906745,77.1725908906609,98.79713474793891,2.762768817204301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.3817204301075,80.64516129032258,10.752688172043012,0.0,254.7043010752688,272.84946236559136,43.682795698924735,0.0,92.30977159075552,105.96026490066225,1361.2252285191955,62.88848263254114,0.0,3.256722581087192
Gokarṇapurāṇasāraḥ,Puranic,439.9537320541607,202.01401646594545,89.95032999931959,1.156698645982173,97.7070150370824,6.191739810845751,75.18541198884127,58.65142546097843,3.1067699562142135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.8427079824857,229.7069720444594,24.587403166049175,0.0,403.1660491748063,43.78578646008757,66.3523071741327,0.0,133.4285908688848,0.0,0.0,0.0,0.0,3.160935443033472
Gopathabrāhmaṇa,Vedic,331.26497915230306,191.0108670672051,71.60445188614202,5.154469943202337,153.9774779211399,20.38806264158377,58.99734068748153,132.01352637972354,2.9152629769680303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.267445857683,170.1615675489859,17.188037126160193,0.0,595.5654864214507,86.11206600206256,37.12616019250601,7.047095221725679,38.51078498965823,42.94297252043731,1800.1200553250346,77.17842323651453,1.4064697609001406,3.2607650177497223
Gorakṣaśataka,Shastra,484.00272294077604,169.50306330837304,93.94145677331518,0.0,62.62763784887679,25.18720217835262,73.51940095302926,49.69366916269571,3.7791164658634537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.1204819277109,4.016064257028112,4.016064257028112,0.0,353.4136546184739,164.6586345381526,0.0,0.0,164.0571817562968,0.0,0.0,0.0,0.0,2.969189867363858
Gītagovinda,Kavya,512.7906976744187,193.52159468438538,114.45182724252493,5.813953488372093,70.7641196013289,0.9966777408637872,51.99335548172757,40.19933554817276,3.6068669527896997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.763948497854,35.1931330472103,9.442060085836909,0.0,304.72103004291847,1.7167381974248925,192.274678111588,0.0,326.4119601328904,0.0,0.0,0.0,0.0,2.954876516622248
